,released,NEED RE,order #,PO #,quantity,thick,width,length,grade,mill,frt,Total,,,,
,,,,,2,2,4,12,KW,,,,,,,
,,,,,3,2,4,6,4,,,,,,,
,,,,,1,2,6,4,4,,,,,,,
,,,,,4,2,4,9,4,,,,,,,
UNIVERSAL,18-Aug,,71351,22569592,20,2,4,104-5/8,2,775,,,,,,
UNIVERSAL,18-Aug,,71352,22569597,21,2,6,104-5/8,2,800,,,,,,
WOODLANDS,13-Aug,,71356,53337,14,2,4,12,2,685,42,727,,,,
MILLING,14-Aug,,71377,129646,5,2,6,8,3,,,,,,,
,,,,,4,2,6,10,3,,,,,,,
,,,,,4,2,6,12,3,,,,,,,
,,,,,1,2,6,8,4,,,,,,,
,,,,,2,2,6,10,4,,,,,,,
,,,,,2,2,6,12,4,,,,,,,
BIFP,14-Aug,,71379,81960,15,2,6,12,2P,925,,,,,,
WOODLANDS,14-Aug,,71380,53401,17,2,4,10,2P,800,,,,,,
BFS- FREEPORT,1-Sep,,71343,30394739,2,2,4,92-5/8,2,800,18,818,,,,
,,,,,7,2,4,104-5/8,2,750,,,,,,
,,,,,7,2,4,116-5/8,2,650,,,,,,
,,,,,2,2,4,140-5/8,2,695,,,,,,
BFS- FREEPORT,1-Sep,,71344,30394740,2,2,4,92-5/8,2,800,18,,,,,
,,,,,7,2,4,104-5/8,2,750,,,,,,
,,,,,7,2,4,116-5/8,2,650,,,,,,
,,,,,2,2,4,140-5/8,2,695,,,,,,
BFS- FREEPORT,1-Sep,,71345,30394741,2,2,6,92-5/8,2,545,,,,,,
,,,,,5,2,6,104-5/8,2,770,,,,,,
,,,,,9,2,6,116-5/8,2,670,,,,,,
,,,,,2,2,6,140-5/8,2,740,,,,,,
BFS- FREEPORT,1-Sep,,71346,30394742,2,2,6,92-5/8,2,545,,,,,,
,,,,,8,2,6,104-5/8,2,770,,,,,,
,,,,,9,2,6,116-5/8,2,670,,,,,,
,,,,,0,2,6,140-5/8,2,740,,,,,,
BFS- FREEPORT,1-Sep,,71347,30394743,2,2,6,92-5/8,2,545,,,,,,
,,,,,2,2,6,104-5/8,2,770,,,,,,
,,,,,9,2,6,116-5/8,2,670,,,,,,
,,,,,4,2,6,140-5/8,2,740,,,,,,
BFS- FREEPORT,1-Sep,,71348,30394744,2,2,6,92-5/8,2,545,,,,,,
,,,,,5,2,6,104-5/8,2,770,,,,,,
,,,,,9,2,6,116-5/8,2,670,,,,,,
,,,,,2,2,6,140-5/8,2,740,,,,,,
BFS- PANAMA CITY,1-Sep,,71349,30394745,2,2,4,116-5/8,2P,710,16,,,,,
,,,,,10,2,6,104-5/8,1,800,,,,,,
,,,,,6,2,6,116-5/8,2,670,,,,,,
BFS- PANAMA CITY,1-Sep,,71350,30394746,2,2,4,116-5/8,2P,710,,,,,,
,,,,,10,2,6,104-5/8,1,800,,,,,,
,,,,,6,2,6,116-5/8,2,670,,,,,,
STRINGFELLOW,24-Aug,18-Aug,71357,2111176,14,2,4,12,2P,725,36,761,,,,
STRINGFELLOW,24-Aug,28-Aug,71358,2111174,23,2,6,8,2,550,,,,,,
STRINGFELLOW,24-Aug,,71359,2111175,15,2,6,12,2,730,,,,,,
RICHMOND INTL,31-Aug,,71360,15817,15,2,6,12,2,730,,,,,,
RICHMOND INTL,31-Aug,,71361,15818,14,2,4,12,2,695,,,,,,
LUMBER ONE,24-Aug,,71362,GA26309,20,2,4,9,4,245,,,,,,
LUMBER ONE,26-Aug,,71363,GA26310,20,2,4,9,4,245,,,,,,
PROGRESSIVE- PETE,14-Sep,,71364,81798,20,2,6,9,4,270,,,,,,
84 LUMBER- WINTER GARDEN,,28-Aug,71365,1J82540,8,2,4,104-5/8,2,795,42,837,,,,
,,,,,11,2,6,104-5/8,2,810,42,852,,,,
BOISE,26-Aug,,71367,MT73002,20,2,4,104-5/8,2,795,,,,,,
BOISE,26-Aug,14-Sep,71368,MT73003,8,2,4,92-5/8,2,820,,,,,,
,,,,,11,2,4,116-5/8,2,665,,,,,,
BOISE,26-Aug,17-Aug,71369,MT73004,4,2,6,92-5/8,2,565,,,,,,
,,,,,18,2,6,104-5/8,2,800,,,,,,
BOISE,26-Aug,17-Aug,71370,MT73005,18,2,6,116-5/8,2,675,,,,,,
ROBBINS,1-Sep,,71371,22571153,14,2,4,12,2,715,60,775,,,,
GULF COAST- LA,24-Aug,8-Sep,71372,4058922,10,2,4,104-5/8,2,815,50,865,,,,
,,,,,10,2,6,104-5/8,2,845,50,895,,,,
IDAPAC- N. CHARLESTON,3-Sep,,71373,9600071,14,2,4,12,2,724,46,770,,,,
IDAPAC- N. CHARLESTON,4-Sep,23-Sep,71374,9600072,14,2,4,12,2,724,46,770,,,,
IDAPAC- N. CHARLESTON,6-Sep,1-Sep,71375,91008744,15,2,6,12,2,757,46,803,,,,
IDAPAC- N. CHARLESTON,7-Sep,24-Sep,71376,91008745,15,2,6,12,2,757,46,803,,,,
WOODLANDS,14-Aug,,71378,53339,15,2,6,12,2P,900,42,942,,,,
GULF COAST,14-Aug,,71381,4054703,15,2,4,104-5/8,2,820,850,,,,,
BIRMINGHAM INTL,14-Aug,,71382,82053,15,2,6,12,2P,1075,,,,,,
UNIVERSAL,9-Sep,1-Sep,71383,22572937,21,2,6,104-5/8,2,875,,,,,,
SEABOARD INTL,15-Aug,,71386,10135,23,2,6,8,3,330,,,,,,
SEABOARD INTL,15-Aug,,71387,10136,23,2,6,8,3,330,,,,,,
MILLING,14-Aug,,71384,129809,2,2,6,8,3,,,,,,,
,,,,,1,2,6,8,4,,,,,,,
,,,,,3,2,6,10,4,,,,,,,
,,,,,7,2,6,12,4,,,,,,,
,,,,,4,2,6,6,4,,,,,,,
,,,,,2,2,6,9,4,,,,,,,
MILLING,14-Aug,,71385,129810,8,2,6,9,4,,,,,,,
,,,,,9,2,4,9,4,,,,,,,
,,,,,1,2,4,8,KW,,,,,,,
,,,,,2,2,4,4,RD,,,,,,,
TAMPA INTL,14-Sep,21-Sep,71388,17612,20,2,4,104-5/8,2,850,,,,,,
TAMPA INTL,14-Sep,1-Sep,71389,17613,21,2,6,104-5/8,2,875,,,,,,
GULF COAST- DOTHAN,19-Aug,,71390,4058392,4,2,4,104-5/8,2,850,47,897,,,,
,,,,,3,2,6,104-5/8,2,870,47,917,,,,
,,,,,6,2,6,116,2,760,,,,,,
CHEROKEE,24-Aug,,71391,76-139,17,2,4,116-5/8,2,720,,,,,,
CHEROKEE,24-Aug,10-Sep,71392,76-140,17,2,4,116-5/8,2,720,,,,,,
TLC,24-Aug,,71393,10887,20,2,6,104-5/8,2,875,,,,,,
TLC,24-Aug,,71394,10886,20,2,6,104-5/8,2,875,,,,,,
SHERWOOD,28-Aug,,71395,W0039471,21,2,6,104-5/8,2,870,,,,,,
SHERWOOD,28-Aug,,71396,W0039472,21,2,6,104-5/8,2,870,,,,,,
CHEROKEE-BG,6-Oct,,71397,354-20,14,2,4,12,3,395,32,427,,,,
SHERWOOD ,,,10364,W0039469,20,2,4,104,2,850,,,,,,
SHERWOOD ,,,10365,W0039470,20,2,4,104,2,850,,,,,,
BI,18-Aug,,71398,82211,23,2,6,8,2p,875,,,,,,
SMT,18-Aug,,71399,64732,22,2,4,8,1,1075,,,,,,
SMT,18-Aug,,71400,64733,15,2,6,12,2P ,1075,,,,,,
MILLING,18-Aug,,71403,129811,2,2,6,9,4,,900,,,,,
,,,,,1,2,6,10,4,,,,,,,
,,,,,1,2,4,8,4,,,,,,,
,,,,,3,2,4,10,4,,,,,,,
,,,,,5,2,4,12,4,,,,,,,
,,,,,5,2,4,9,4,,,,,,,
MILLING,18-Aug,,71404,129812,2,2,4,8,KW,,,,,,,
,,,,,3,2,4,10,KW,,,,,,,
,,,,,5,2,4,12,KW,,,,,,,
,,,,,3,2,4,9,4,,,,,,,
,,,,,2,2,4,10,4,,,,,,,
,,,,,1,2,4,12,4,,,,,,,
Spartan paper ,28-Aug,,71409,30552,14,2,4,12,2p,770,,,,,,
Stringfellow,,,71411,2111382,20,2,6,104,2,885,,,,,,
Tampa,20-Aug,,71412,17725,22,2,4,8,1,1075,,,,,,
Spartan,20-Aug,,71413,30553,14,2,4,12,2p,790,,,,,,
Allee,,,10374,20-08190,21,2,6,104,2,875,,,,,,
Allee,,,10375,20-08191,21,2,6,104,2,875,,,,,,
GC,,71422,10376,4052924,7,2,4,104,2,862,18,880,,,,
,,,,,12,2,6,104,2,892,18,910,,,,
GC,,71423,10377,4052925,21,2,4,104,2,863,17,880,,,,
Shelter Frank,,71428,10378,1418889,20,2,4,104,S,662,158,820,,,,
Shelter   ,,71429,10379,1404081,20,2,4,102-3/4,2,865,,,,,,
Shelter   ,,71430,10380,1404082,20,2,4,102-3/4,2,865,,,,,,
RICHMOND,20-Aug,,71431,20894,15,2,6,12,2p,1100,,,,,,
Spartan,19-Aug,,71435,30554,14,2,4,12,2p,795,,,,,,
EAST COST bagged,,9-Sep,71458,375539,20,2,6,104,2,900,,,,,,
SPARTAN,21-Aug,,71459,30555,14,2,4,12,2p,825,,,,,,
MILLING,19-Aug,,71436,129813,5,2,6,8,3,900,,,,,,
,,,,,2,2,6,8,4,,,,,,,
,,,,,1,2,4,12,4,,,,,,,
,,,,,1,2,4,8,KW,,,,,,,
,,,,,1,2,4,10,KW,,,,,,,
,,,,,1,2,4,12,KW,,,,,,,
,,,,,5,2,4,9,4,,,,,,,
,,,,,4,2,4,4,RD,,,,,,,
SUN AUG,,,71439,61512-08,23,2,6,8,2ph,,,,,,,
SUN AUG,,1-Sep,71440,61513-08,23,2,6,8,2ph,,,,,,,
SHERWOOD ,20-Aug,,71401,W0039478,15,2,6,12,2P,1075,,,,,,
GULF COAST- LA,24-Aug,10-Sep,71402,4058926,20,2,4,104-5/8,2,850,45,895,,,,
GULF COAST- LA,24-Aug,,71405,4058927,21,2,6,104-5/8,2,875,45,920,,,,
CHEROKEE- BAGGED,24-Aug,28-Sep,71406,79-105,14,2,4,12,2,760,42,802,,,,
CHEROKEE-CLEARWATER BG,26-Aug,,71407,81-141,14,2,4,12,2,760,44,804,,,,
BMC- COLBY,31-Aug,,71408,30471-1-7993,15,2,6,12,2,787,42,830,,,,
BMC- COLBY,31-Aug,,71410,30471-2-7993,15,2,6,12,2,792,38,830,,,,
SHELTER- PORT ORANGE,25-Aug,,71414,1405279,20,2,4,104-5/8,2,850,40,890,,,,
SHELTER- PORT ORANGE,25-Aug,,71415,1405280,20,2,4,104-5/8,2,850,40,890,,,,
SHELTER- PORT ORANGE,25-Aug,28-Sep,71416,1405281,21,2,6,104-5/8,2,875,40,915,,,,
SHELTER- SUMMERHOUSE,25-Aug,,71417,1411197,20,2,4,104-5/8,2,850,45,895,,,,
SHELTER- SUMMERHOUSE,25-Aug,,71418,1411198,20,2,4,104-5/8,2,850,45,895,,,,
BIFP,,10-Sep,10390,79913,21,2,6,104,2,560,,,,,,
BIFP,,15-Nov,10391,82464,18,2,4,116,2,880,,,,,,
MARJAM,8-Sep,,71421,2143706,22,2,4,92-5/8,2,900,42,942,,,,
WOODLANDS-ATWATER BG,31-Aug,27-Aug,71424,53410,20,2,4,104-5/8,2,869,38,907,,,,
WOODLANDS-ATWATER BG,31-Aug,,71425,53411,20,2,4,104-5/8,2,869,38,907,,,,
WOODLANDS-ATWATER BG,4-Sep,,71426,53412,20,2,4,104-5/8,2,869,38,907,,,,
WOODLANDS-ATWATER BG,31-Aug,,71427,53413,20,2,4,104-5/8,2,855,38,893,,,,
BIFP,26-Aug,,71432,82333,22,2,4,8,3,400,,,,,,
BIFP,26-Aug,,71433,82334,22,2,4,8,4,265,,,,,,
SHELTER- LAKE MARY,20-Aug,,71434,1409891,5,2,4,128-5/8,2,780,42,822,,,,
,,,,,5,2,6,128-5/8,2,810,42,852,,,,
,,,,,5,2,4,12,2,753,42,795,,,,
SHELTER- SUMMERHOUSE,31-Aug,1-Sep,71437,1411199,20,2,4,104-5/8,2,895,45,940,,,,
SHELTER- SUMMERHOUSE,31-Aug,,71438,1411200,20,2,4,104-5/8,2,895,45,940,,,,
SHELTER- PORT ORANGE,31-Aug,,71441,1405283,20,2,4,104-5/8,2,895,40,935,,,,
SHELTER- PORT ORANGE,31-Aug,,71442,1405284,20,2,4,104-5/8,2,895,40,935,,,,
GULF COAST-CPU,20-Aug,,71443,4054252,15,2,6,12,2,800,,,,,,
GULF COAST-LUTZ,21-Aug,,71444,4054708,20,2,4,104-5/8,2,900,42,942,,,,
CHEROKEE- SYDNEY,25-Aug,,71445,354-31,15,2,6,12,2,800,32,832,,,,
CHEROKEE- APOPKA BG,31-Aug,,71446,79-107,15,2,6,12,2,810,42,852,,,,
EIGHTY FOUR 1337,31-Aug,28-Aug,71447,1J82633,9,2,4,104,2,890,42,932,,,,
,,,,,10,2,6,104,2,900,42,942,,,,
PILCROW,,,71456,STL200820-A,20,2,6,8,KW,355,,,,,,
PILCROW,,3-Sep,71457,STL200820-b,20,2,6,8,KW,355,,,,,,
BUCK EYE ,,3-Sep,71455,17060,23,2,6,92.5,2,625,,,,,,
MILLING,21-Aug,,71453,129814,6,2,6,8,3,,,,,,,
,,,,,1,2,6,10,3,,,,,,,
,,,,,2,2,6,12,3,,,,,,,
,,,,,3,2,6,10,4,,,,,,,
,,,,,5,2,6,12,4,,,,,,,
CHEROKEE-CPU,26-Aug,,71448,74-91,15,2,6,12,2,800,,,,,,
SEABOARD,20-Aug,,71449,12129,28,2,4,6,2,600,,,,,,
GULF COAST-LUTZ,25-Aug,,71450,4054709,20,2,4,104-5/8,2,900,42,942,,,,
GULF COAST- TAPESTRY,25-Aug,,71451,4059258,17,2,4,116-5/8,2,810,51,861,,,,
GULF COAST- TAPESTRY,25-Aug,,71452,4059259,18,2,6,116-5/8,2,817,66,883,,,,
7D WHOLESALE,27-Aug,,71460,22893,21,2,6,104,2,828,42,870,,,,
7D WHOLESALE,,,71461,22894,21,2,6,104,2,828,42,870,,,,
BOISE,21-Aug,,71462,MT73167,21,2,6,104,2,925,,,,,,
BFS,,,71463,30431642,17,2,4,10,2p,720,,,,,,
clay,,3-Sep,71488,31049,28,2,4,6,2,600,,,,,,
clay,,,71489,31052,15,2,6,12,1,1070,,,,,,
clay,,1-Sep,71490,31056,23,2,6,8,1,1010,,,,,,
GREEN,24-Aug,71465,10396,49219,21,2,4,104,2,890,,,,,,
GREEN,24-Aug,71466,10397,49220,21,2,4,104,2,890,,,,,,
GREEN,,71467,10398,49221,21,2,4,104,2,890,,,,,,
GREEN,,71468,10399,49222,21,2,4,104,2,890,,,,,,
GREEN,,71469,10400,49223,21,2,4,104,2,890,,,,,,
GREEN,,71470,10401,49224,21,2,4,116,2,890,,,,,,
GREEN,,71471,10402,49225,21,2,4,104,2,890,,,,,,
GREEN,,71472,10403,49226,21,2,4,104,2,890,,,,,,
GREEN,,71473,10404,49227,21,2,4,104,2,890,,,,,,
GREEN,,71474,10405,49228,21,2,4,104,2,890,,,,,,
GREEN,26-Aug,71475,10407,49229,22,2,6,104,2,920,,,,,,
GREEN,26-Aug,71476,10408,49230,22,2,6,104,2,920,,,,,,
GREEN,26-Aug,71477,10409,49231,22,2,6,104,2,920,,,,,,
GREEN,26-Aug,71478,10410,49232,17,2,6,104,2,920,,,,,,
GREEN,,71479,10411,49233,22,2,6,104,2,920,,,,,,
GREEN,,71480,10412,49234,22,2,6,116,2,920,,,,,,
GREEN,,71481,10413,49235,22,2,6,104,2,920,,,,,,
GREEN,,71482,10414,49236,22,2,6,104,2,920,,,,,,
GREEN,,71483,10416,49237,22,2,6,104,2,920,,,,,,
GREEN,,71484,10417,49238,22,2,6,104,2,920,,,,,,
LBR ONE,2-Sep,,71464,GA26407,20,2,4,9,4,285,,,,,,
SMT,11-Sep,,71485,64937,20,2,4,9,4,295,,,,,,
WOODLANDS,,,10419,53419,21,2,4,104,2,890,,,,,,
GC,,,71486,4058396,3,2,4,104,2,900,375,,,,,
,,,,,7,2,4,12,2,795,,,,,,
SHELTER ,26-Aug,,71487,1418836,6,2,4,140-5/8,2,820,,,,,,
,,,,,8,2,6,140-5/8,2,840,,,,,,
GARMAR,,,71283,JK 5152,22,2,4,92.5,2,768,,,,,,
CLAY,,,10420,31379,20,2,4,104,2,900,,,,,,
CLAY,,,10421,31380,20,2,4,104,2,900,,,,,,
CLAY,,,10422,31381,20,2,4,104,2,900,,,,,,
CLAY,,,71491,17729,,2,4,,rr,240,,,,,,
CLAY,,,71492,17730,,2,4,,RR,,,,,,,
CLAY,,,71493,17731,,2,4,,RR,,,,,,,
CLAY,,,71494,17732,,2,4,,RR,,,,,,,
Woodlands ,,,71495,53420,21,2,6,104,2,950,,,,,,
PROGRESSIVE MASTER,,,,74516,,,,,,,,,,,,
,LEFT TO SHIP.,SHIPPED ,TRUCKS,PACKS,,,,,,,,,,,,
,,,11.9,239,49633,2,4,104,S,458,62,520,,,,
,,,15.4,339,43404,2,6,104,S,443,62,505,,,,
PROGRESSIVE ,,,10424,74816-1,20,2,4,104,S,458,62,520,,,,
PROGRESSIVE ,,,10425,74816-2,20,2,4,104,S,458,62,520,,,,
PROGRESSIVE ,,,10426,74816-3,20,2,4,104,S,458,62,520,,,,
PROGRESSIVE ,,,10427,74816-4,20,2,4,104,S,458,62,520,,,,
PROGRESSIVE ,,,10428,74816-5,20,2,4,104,S,458,62,520,,,,
PROGRESSIVE ,,,10429,74816-6,20,2,4,104,S,458,62,520,,,,
PROGRESSIVE ,,,10430,74816-7,20,2,4,104,S,458,62,520,,,,
PROGRESSIVE ,,,10431,74816-8,20,2,4,104,S,458,62,520,,,,
PROGRESSIVE ,,1-Oct,10432,74816-9,20,2,4,104,S,458,62,520,,,,
PROGRESSIVE ,,,10433,74816-10,20,2,4,104,S,458,62,520,,,,
PROGRESSIVE ,,15-Oct,10434,74816-11,20,2,4,104,S,458,62,520,,,,
PROGRESSIVE ,,15-Oct,10435,74816-12,20,2,4,104,S,458,62,520,,,,
PROGRESSIVE ,,,10436,74816-13,22,2,6,104,S,443,62,505,,,,
PROGRESSIVE ,,,10437,74816-14,22,2,6,104,S,443,62,505,,,,
PROGRESSIVE ,,,10438,74816-15,22,2,6,104,S,443,62,505,,,,
PROGRESSIVE ,,,10439,74816-16,22,2,6,104,S,443,62,505,,,,
PROGRESSIVE ,,,10440,74816-17,22,2,6,104,S,443,62,505,,,,
PROGRESSIVE ,,25-Sep,10441,74816-18,22,2,6,104,S,443,62,505,,,,
PROGRESSIVE ,,,10442,74816-19,18,2,6,104,S,443,62,505,,,,
,,,,,4,2,4,104,S,458,62,520,,,,
PROGRESSIVE ,12-Oct,10443,71990,74816-20,22,2,6,104,S,443,62,505,,,,
PROGRESSIVE ,,10444,72012,74816-21,16,2,6,104,S,430,75,505,,,,
,,,,,5,2,4,104,S,445,75,520,,,,
PROGRESSIVE ,,,10445,74816-22,22,2,6,104,S,443,62,505,,,,
PROGRESSIVE ,,,10446,74816-23,22,2,6,104,S,443,62,505,,,,
PROGRESSIVE ,,,10447,74816-24,22,2,6,104,S,443,62,505,,,,
PROGRESSIVE ,,,10448,74816-25,22,2,6,104,S,443,62,505,,,,
PROGRESSIVE ,,,10449,74816-26,22,2,6,104,S,443,62,505,,,,
PROGRESSIVE ,,,10450,74816-27,22,2,6,104,S,443,62,505,,,,
BMC,,,71501,29912,21,2,6,104,2,485,18,503,,,,
RICHMOND ,4-Sep,,71503,98499,20,2,4,104,2,585,,,,,,
RICHMOND ,4-Sep,,71504,98500,20,2,4,104,2,585,,,,,,
RICHMOND ,1-Sep,,71505,98501,21,2,6,104,2,585,,,,,,
RICHMOND ,1-Sep,,71506,98502,21,2,6,104,2,585,,,,,,
EIGHTYFOUR,27-Aug,,71507,1J82685,11,2,4,104,2,930,42,972,,,,
,,,,,8,2,6,104,2,950,42,992,,,,
7D WHOLESALE,,9-Sep,71511,22919,20,2,4,104,2,930,42,972,,,,
7D WHOLESALE,,,71512,22920,20,2,4,104,2,930,42,972,,,,
7D WHOLESALE,,9-Sep,71513,22921,21,2,6,104,2,950,42,992,,,,
7D WHOLESALE,,1-Oct,71514,22922,21,2,6,104,2,950,42,992,,,,
RICHMOND,27-Aug,,71547,50032 98555,22,2,4,8,1,702,18,720,,,,
RICHMOND,28-Aug,,71548,50033,22,2,4,8,1,1060,,,,,,
SEABOARD,,,71562,13554,4,2,4,8,2p,700,,,,,,
,,,,,6,2,6,8,2p,700,,,,,,
,,,,,4,2,6,10,2p,700,,,,,,
,,,,,5,2,6,12,2p,700,,,,,,
GC,27-Aug,,71560,4051202,14,2,4,12,2,950,,,,,,
JORDAN COOPER CORY,3-Sep,,71564,628874,12,2,4,8,1,1075,,,,,,
,,,,,8,2,4,10,1,1010,,,,,,
GULF COAST 9-14,21-Sep,,71515,4054802,20,2,4,104-5/8,2,930,45,975,,,,
GULF COAST 9-14,21-Sep,22-Sep,71516,4054803,21,2,6,104-5/8,2,950,45,995,,,,
GULF COAST 9-14,21-Sep,1-Oct,71517,4054804,21,2,6,104-5/8,2,950,45,995,,,,
SPARTAN,27-Aug,,71544,30557,17,2,4,10,1,1000,,,,,,
WOODLANDS,21-Sep,,71496,53414,20,2,4,104-5/8,2,900,48,948,,,,
WOODLANDS,21-Sep,,71497,53415,20,2,4,104-5/8,2,900,48,948,,,,
WOODLANDS bagged to atwater,21-Sep,,71498,53416,20,2,4,104-5/8,2,900,48,948,,,,
WOODLANDS,21-Sep,,71499,53417,15,2,4,104-5/8,2,900,42,,,,,
bucks yard,,,,,5,2,6,104-5/8,2,910,42,,,,,
WOODLANDS,21-Sep,25-Sep,71500,53418,15,2,6,104-5/8,2,910,48,958,,,,
,,,,,6,2,4,104,2,900,48,948,,,,
CHEROKEE,21-Aug,23-Sep,71502,194-205,11,2,4,116-5/8,2,820,33,853,,,,
JTA,,,,,6,2,6,116-5/8,2,839,33,872,,,,
BRIDGEWELL-REPULIC,28-Aug,,71518,892344,18,2,6,116-5/8,2,490,42,532,,,,
BRIDGEWELL-REPULIC,31-Aug,,71519,892345,18,2,6,116-5/8,2,490,42,532,,,,
BRIDGEWELL-REPULIC,2-Sep,,71520,892346,18,2,6,116-5/8,2,490,42,532,,,,
BRIDGEWELL-REPULIC,10-Sep,,71521,892347,18,2,6,116-5/8,2,490,42,532,,,,
BRIDGEWELL-REPULIC,15-Sep,,71522,892348,9,2,6,116-5/8,2,490,42,532,,,,
,,,,,8,2,4,116,2,385,42,427,,,,
BRIDGEWELL-REPULIC,21-Sep,,71523,892349,18,2,6,116-5/8,2,490,42,532,,,,
BRIDGEWELL-REPULIC,25-Sep,,71524,892350,18,2,6,116-5/8,2,490,42,532,,,,
BRIDGEWELL-REPULIC,28-Sep,,71525,892351,18,2,6,116-5/8,2,490,42,532,,,,
BRIDGEWELL-REPULIC,30-Sep,,71526,892352,18,2,6,116-5/8,2,490,42,532,,,,
BRIDGEWELL-REPULIC,2-Oct,,71527,892353,18,2,6,116-5/8,2,490,42,532,,,,
TAMPA INTL,7-Sep,28-Sep,71528,18200,14,2,4,12,2,950,,,,,,
SHELTER- PORT ORANGE,7-Sep,8-Sep,71530,1405291,20,2,4,104-5/8,2,930,40,970,,,,
SHELTER- PORT ORANGE,7-Sep,10-Sep,71531,1405292,20,2,4,104-5/8,2,930,40,970,,,,
SHELTER- SUMMERHOUSE,7-Sep,15-Sep,71532,1411205,20,2,4,104-5/8,2,930,45,975,,,,
SHELTER- SUMMERHOUSE,7-Sep,,71533,1411206,20,2,4,104-5/8,2,930,45,975,,,,
SHELTER- SUMMERHOUSE,2-Sep,,71534,1411207,14,2,4,12,2p,800,45,845,,,,
SEABOARD,31-Aug,,71535,12664,23,2,6,8,3,380,,,,,,
BIRMINGHAM INTL,24-Aug,27-Aug,71536,82786,14,2,4,12,2P,960,,,,,,
SEABOARD,14-Sep,,71537,12793,14,2,4,12,2P,950,,,,,,
SEABOARD,14-Sep,25-Sep,71538,12794,14,2,4,12,2P,950,,,,,,
GULF COAST,7-Sep,,71541,4058290,9,2,4,104-5/8,2,952,38,990,,,,
,,,,,8,2,4,12,2,952,38,990,,,,
BLUELINX- SANTA ROSA,8-Sep,,71542,940905,18,2,6,116-5/8,2,860,18,878,,,,
TAMPA INTL- AUBURNDALE,14-Sep,10-Sep,71543,18242,17,2,4,10,2P,900,44,944,,,,
LUMBER ONE,2-Sep,,71545,GA26431,22,2,4,8,3,440,,,,,,
UNIVERSAL- SHOOK,2-Sep,,71546,22581491,9,2,4,8,3,445,,,,,,
,,,,,9,2,4,10,3,460,,,,,,
RICHMOND INTL,31-Aug,,71547,50032,22,2,4,8,1,1060,,,,,,
RICHMOND INTL,31-Aug,,71548,50033,22,2,4,8,1,1060,,,,,,
GULF COAST- CPU,25-Aug,,71549,4059262,20,2,4,104-5/8,2,930,52,,,,,
GULF COAST- CPU,25-Aug,,71550,4059263,20,2,4,104-5/8,2,930,,,,,,
GULF COAST- CPU,25-Aug,,71551,4059264,20,2,4,104-5/8,2,930,,,,,,
GULF COAST- CPU,25-Aug,,71552,4059265,20,2,4,104-5/8,2,930,,,,,,
GULF COAST- CPU,25-Aug,,71553,4059266,20,2,4,104-5/8,2,930,,,,,,
GULF COAST- CPU,25-Aug,,71554,4059267,13,2,4,104-5/8,2,930,,,,,,
,,,,,2,2,4,116-5/8,2,830,,,,,,
,,,,,3,2,6,116-5/8,2,850,,,,,,
GULF COAST- CPU,26-Aug,1-Sep,71555,4057510,20,2,4,104-5/8,2,930,,,,,,
GULF COAST- CPU,26-Aug,,71556,4057511,20,2,4,104-5/8,2,930,,,,,,
GULF COAST- CPU,26-Aug,3-Sep,71557,4057512,20,2,4,104-5/8,2,930,,,,,,
GULF COAST- GENTRY,8-Sep,9-Aug,71558,4052984,2,2,4,104-5/8,2,930,42,972,,,,
,,,,,19,2,6,104-5/8,2,950,42,992,,,,
GULF COAST- GENTRY,8-Sep,,71559,4052985,15,2,4,104-5/8,2,930,42,972,,,,
,,,,,5,2,6,104-5/8,2,950,42,992,,,,
GULF COAST- TAMPA,28-Aug,,71560,4051202,14,2,4,12,2,950,44,994,,,,
GULF COAST- SAVANNAH,2-Sep,10-Sep,71561,4057513,14,2,4,12,2,950,43,993,,,,
SMT,,,71574,65144,17,2,4,116-5/8,S,560,,,,,,
SMT,,,71575,65145,17,2,4,116-5/8,S,560,,,,,,
SHELTER-CPU,10-Sep,71565,10472,1408289,18,2,6,97-1/2,2,975,,,,,,
SHELTER,28-Aug,,71566,1408046,21,2,6,104-5/8,S,600,,,,,,
SHELTER-CPU,7-Sep,71567,10473,1393729,21,2,6,104-5/8,2,950,,,,,,
SHELTER-CPU,16-Sep,71568,10474,1393730,21,2,6,104-5/8,2,950,,,,,,
SHELTER- PORT ORANGE,2-Sep,,71570,1405296,14,2,4,12,2,950,40,990,,,,
IDAHO PACIFIC- FORT MYERS,11-Sep,3-Sep,71571,23396710-022,21,2,6,104-5/8,2,1000,57,1057,,,,
IDAHO PACIFIC- FORT MYERS,11-Sep,,71572,23396711-022,21,2,6,104-5/8,2,1000,57,1057,,,,
SHELTER- SUR CLUB,31-Aug,,71573,1398823,17,2,4,104-3/4,2,940,45,985,,,,
,,,,,3,2,6,104-3/4,2,970,45,1015,,,,
BUILDERS FIRST-KNOXVILLE bagged 10-5 or snr,,71600,10477,209,20,2,4,104-5/8,2,958,32,990,,,,
BUILDERS FIRST-KNOXVILLE bagged 10-5 or snr,,71601,10479,30621461,20,2,4,104-5/8,2,958,32,990,,,,
BUILDERS FIRST-KNOXVILLE bagged 10-5 or snr,,71602,10480,30621462,20,2,4,104-5/8,2,958,32,990,,,,
BUILDERS FIRST-KNOXVILLE bagged 10-5 or snr,,71603,10481,30621463,20,2,4,104-5/8,2,958,32,990,,,,
